3.39E+08,0.033
4.70E+09,0.0469
7.50E+09,0.0488
8.50E+09,0.0479
1.10E+10,0.0483
2.07E+10,0.052
2.55E+10,0.053
3.36E+11,0.116
3.38E+11,0.114
3.48E+11,0.115
3.50E+11,0.11
1.37E+14,0.092
1.81E+14,0.0757
2.40E+14,0.0652
2.86E+14,0.0634
3.79E+14,0.0689
4.00E+14,0.0709
4.42E+14,0.0743
4.87E+14,0.0775
5.15E+14,0.0794
5.32E+14,0.0803
5.76E+14,0.0831
6.27E+14,0.0868
7.00E+14,0.0952
5.66E+14,0.0813
